sport_event_id,sport_event,event,sport,sport_id,weight_category_sport,season,collective_sport,gender_category
584,"Art Competitions,Painting, Paintings, Open","Painting, Paintings, Open",Art Competitions,13,False,Summer,False,Open
585,"Gliding,Gliding, Open","Gliding, Open",Gliding,72,False,Summer,False,Open
586,"Artistic Gymnastics,Team Portable Apparatus, Women","Team Portable Apparatus, Women",Artistic Gymnastics,9,False,Summer,True,Women
587,"Rowing,Coxless Fours, Women","Coxless Fours, Women",Rowing,7,False,Summer,True,Women
588,"Snowboarding,Giant Slalom, Women","Giant Slalom, Women",Snowboarding,48,False,Winter,False,Women
589,"Snowboarding,Parallel Slalom, Men","Parallel Slalom, Men",Snowboarding,48,False,Winter,False,Men
590,"Art Competitions,Painting, Open","Painting, Open",Art Competitions,13,False,Summer,False,Open
591,"Artistic Swimming,Team, Women","Team, Women",Artistic Swimming,15,False,Summer,True,Women
592,"Wushu,Sanshou (≤60 kilograms), Women","Sanshou (≤60 kilograms), Women",Wushu,39,True,Summer,False,Women
593,"Karate,Kumite, ≤61 kg, Women","Kumite, ≤61 kg, Women",Karate,41,True,Summer,False,Women
594,"Shooting,Trap, Team, Mixed","Trap, Team, Mixed",Shooting,5,False,Summer,True,Mixed
595,"Fencing,Foil, Masters, Individual, Men","Foil, Masters, Individual, Men",Fencing,11,False,Summer,False,Men
596,"Fencing,Épée, Masters, Individual, Men","Épée, Masters, Individual, Men",Fencing,11,False,Summer,False,Men
597,"Shooting,Free Rifle, Prone, 600 metres, Men","Free Rifle, Prone, 600 metres, Men",Shooting,5,False,Summer,False,Men
598,"Shooting,Free Rifle, 400, 600 and 800 metres, Team, Men","Free Rifle, 400, 600 and 800 metres, Team, Men",Shooting,5,False,Summer,True,Men
599,"Polo,Polo, Men","Polo, Men",Polo,73,False,Summer,True,Men
600,"Sailing,8 metres, Open","8 metres, Open",Sailing,17,False,Summer,True,Open
601,"Bobsleigh,Four/Five, Men","Four/Five, Men",Bobsleigh,22,False,Winter,True,Men
602,"Equestrian Dressage,Team, Men","Team, Men",Equestrian Dressage,50,False,Summer,True,Men
603,"Basque pelota,Paleta Cuero, Doubles, Men","Paleta Cuero, Doubles, Men",Basque pelota,71,False,Summer,True,Men
604,"Basque pelota,Paleta Goma, Doubles, Men","Paleta Goma, Doubles, Men",Basque pelota,71,False,Summer,True,Men
605,"Waterskiing,Tricks, Men","Tricks, Men",Waterskiing,61,False,Summer,False,Men
606,"Hockey,Hockey, Women","Hockey, Women",Hockey,33,False,Summer,True,Women
607,"Snowboarding,Giant Slalom, Men","Giant Slalom, Men",Snowboarding,48,False,Winter,False,Men
608,"Archery,Au Chapelet, 33 metres, Men","Au Chapelet, 33 metres, Men",Archery,20,False,Summer,False,Men
609,"Archery,Au Chapelet, 50 metres, Men","Au Chapelet, 50 metres, Men",Archery,20,False,Summer,False,Men
610,"Archery,Au Cordon Doré, 33 metres, Men","Au Cordon Doré, 33 metres, Men",Archery,20,False,Summer,False,Men
611,"Archery,Au Cordon Doré, 50 metres, Men","Au Cordon Doré, 50 metres, Men",Archery,20,False,Summer,False,Men
612,"Archery,Sur La Perche À La Herse, Men","Sur La Perche À La Herse, Men",Archery,20,False,Summer,False,Men
613,"Archery,Sur La Perche À La Pyramide, Men","Sur La Perche À La Pyramide, Men",Archery,20,False,Summer,False,Men
614,"Archery,Championnat Du Monde, Men","Championnat Du Monde, Men",Archery,20,False,Summer,False,Men
615,"Athletics,100 metres, Handicap, Men","100 metres, Handicap, Men",Athletics,1,False,Summer,False,Men
616,"Athletics,400 metres Hurdles, Handicap, Men","400 metres Hurdles, Handicap, Men",Athletics,1,False,Summer,False,Men
617,"Athletics,400 metres, Professionals, Men","400 metres, Professionals, Men",Athletics,1,False,Summer,False,Men
618,"Athletics,1,500 metres, Professionals, Men","1,500 metres, Professionals, Men",Athletics,1,False,Summer,False,Men
619,"Athletics,6-hour race, Professionals, Men","6-hour race, Professionals, Men",Athletics,1,False,Summer,False,Men
620,"Athletics,110 metres Hurdles, Professionals, Men","110 metres Hurdles, Professionals, Men",Athletics,1,False,Summer,False,Men
621,"Athletics,2,500 metres Steeplechase, Professionals, Men","2,500 metres Steeplechase, Professionals, Men",Athletics,1,False,Summer,False,Men
622,"Automobile Racing,Paris-Toulouse-Paris, Cars, Men","Paris-Toulouse-Paris, Cars, Men",Automobile Racing,74,False,Summer,False,Men
623,"Cycling Track,Team Sprint, Professionals, Men","Team Sprint, Professionals, Men",Cycling Track,10,False,Summer,True,Men
624,"Cycling Track,50 kilometres, Professionals, Men","50 kilometres, Professionals, Men",Cycling Track,10,False,Summer,False,Men
625,"Cycling Track,100 kilometres, Professionals, Men","100 kilometres, Professionals, Men",Cycling Track,10,False,Summer,False,Men
626,"Cycling Track,100 miles, Professionals, Men","100 miles, Professionals, Men",Cycling Track,10,False,Summer,False,Men
627,"Equestrian Dressage,Hacks and Hunter Combined, Open","Hacks and Hunter Combined, Open",Equestrian Dressage,50,False,Summer,False,Open
628,"Equestrian Driving,Four-In-Hand Competition, Open","Four-In-Hand Competition, Open",Equestrian Driving,75,False,Summer,False,Open
629,"Equestrian Jumping,Long Jump, Open","Long Jump, Open",Equestrian Jumping,38,False,Summer,False,Open
630,"Equestrian Jumping,High Jump, Open","High Jump, Open",Equestrian Jumping,38,False,Summer,False,Open
631,"Fencing,Sabre, Masters, Individual, Men","Sabre, Masters, Individual, Men",Fencing,11,False,Summer,False,Men
632,"Rowing,Coxless Pairs, Boys","Coxless Pairs, Boys",Rowing,7,False,Summer,True,Boys
633,"Rowing,Coxless Fours, Boys","Coxless Fours, Boys",Rowing,7,False,Summer,True,Boys
634,"Rowing,Eights, Boys","Eights, Boys",Rowing,7,False,Summer,True,Boys
635,"Shooting,Free Pistol, 50 metres, Team, Men","Free Pistol, 50 metres, Team, Men",Shooting,5,False,Summer,True,Men
636,"Shooting,Free Rifle, Three Positions, 300 metres, Team, Men","Free Rifle, Three Positions, 300 metres, Team, Men",Shooting,5,False,Summer,True,Men
637,"Shooting,Free Rifle, Kneeling, 300 metres, Men","Free Rifle, Kneeling, 300 metres, Men",Shooting,5,False,Summer,False,Men
638,"Shooting,Free Rifle, Prone, 300 metres, Men","Free Rifle, Prone, 300 metres, Men",Shooting,5,False,Summer,False,Men
639,"Shooting,Free Rifle, Standing, 300 metres, Men","Free Rifle, Standing, 300 metres, Men",Shooting,5,False,Summer,False,Men
640,"Swimming,1,000 metres Freestyle, Men","1,000 metres Freestyle, Men",Swimming,6,False,Summer,False,Men
641,"Swimming,4,000 metres Freestyle, Men","4,000 metres Freestyle, Men",Swimming,6,False,Summer,False,Men
642,"Cycling Track,5,000 metres, Men","5,000 metres, Men",Cycling Track,10,False,Summer,False,Men
643,"Cycling Track,20 kilometres, Men","20 kilometres, Men",Cycling Track,10,False,Summer,False,Men
644,"Cycling Track,100 kilometres, Men","100 kilometres, Men",Cycling Track,10,False,Summer,False,Men
645,"Shooting,Free Pistol, 50 yards, Men","Free Pistol, 50 yards, Men",Shooting,5,False,Summer,False,Men
646,"Shooting,Free Pistol, 50 yards, Team, Men","Free Pistol, 50 yards, Team, Men",Shooting,5,False,Summer,True,Men
647,"Rowing,Coxed Fours, Outriggers, Men","Coxed Fours, Outriggers, Men",Rowing,7,False,Summer,True,Men
648,"Archery,Target Archery, 28 metres, Individual, Men","Target Archery, 28 metres, Individual, Men",Archery,20,False,Summer,False,Men
649,"Archery,Target Archery, 33 metres, Individual, Men","Target Archery, 33 metres, Individual, Men",Archery,20,False,Summer,False,Men
650,"Archery,Target Archery, 50 metres, Individual, Men","Target Archery, 50 metres, Individual, Men",Archery,20,False,Summer,False,Men
651,"Archery,Target Archery, 28 metres, Team, Men","Target Archery, 28 metres, Team, Men",Archery,20,False,Summer,True,Men
652,"Archery,Target Archery, 33 metres, Team, Men","Target Archery, 33 metres, Team, Men",Archery,20,False,Summer,True,Men
653,"Archery,Target Archery, 50 metres, Team, Men","Target Archery, 50 metres, Team, Men",Archery,20,False,Summer,True,Men
654,"Archery,Pole Archery, Small Birds, Individual, Men","Pole Archery, Small Birds, Individual, Men",Archery,20,False,Summer,False,Men
655,"Archery,Pole Archery, Large Birds, Individual, Men","Pole Archery, Large Birds, Individual, Men",Archery,20,False,Summer,False,Men
656,"Archery,Pole Archery, Small Birds, Team, Men","Pole Archery, Small Birds, Team, Men",Archery,20,False,Summer,True,Men
657,"Archery,Pole Archery, Large Birds, Team, Men","Pole Archery, Large Birds, Team, Men",Archery,20,False,Summer,True,Men
658,"Art Competitions,Literature, Open","Literature, Open",Art Competitions,13,False,Summer,False,Open
659,"Artistic Gymnastics,Team All-Around, Swedish System, Men","Team All-Around, Swedish System, Men",Artistic Gymnastics,9,False,Summer,True,Men
660,"Athletics,3,000 metres, Team, Men","3,000 metres, Team, Men",Athletics,1,False,Summer,True,Men
661,"Athletics,Cross-Country, Team, Men","Cross-Country, Team, Men",Athletics,1,False,Summer,True,Men
662,"Diving,Plain High, Men","Plain High, Men",Diving,3,False,Summer,False,Men
663,"Equestrian Vaulting,Individual, Men","Individual, Men",Equestrian Vaulting,76,False,Summer,False,Men
664,"Equestrian Vaulting,Team, Men","Team, Men",Equestrian Vaulting,76,False,Summer,True,Men
665,"Shooting,Military Pistol, Team, Men","Military Pistol, Team, Men",Shooting,5,False,Summer,True,Men
666,"Shooting,Military Rifle, Prone, 300 metres, Team, Men","Military Rifle, Prone, 300 metres, Team, Men",Shooting,5,False,Summer,True,Men
667,"Shooting,Military Rifle, Prone, 600 metres, Team, Men","Military Rifle, Prone, 600 metres, Team, Men",Shooting,5,False,Summer,True,Men
668,"Shooting,Military Rifle, Standing, 300 metres, Men","Military Rifle, Standing, 300 metres, Men",Shooting,5,False,Summer,False,Men
669,"Shooting,Military Rifle, Standing, 300 metres, Team, Men","Military Rifle, Standing, 300 metres, Team, Men",Shooting,5,False,Summer,True,Men
670,"Shooting,Military Rifle, Prone, 300 and 600 metres, Team, Men","Military Rifle, Prone, 300 and 600 metres, Team, Men",Shooting,5,False,Summer,True,Men
671,"Shooting,Small-Bore Rifle, Standing, 50 metres, Men","Small-Bore Rifle, Standing, 50 metres, Men",Shooting,5,False,Summer,False,Men
672,"Shooting,Smal-Bore Rifle, Standing, 50 metres, Team, Men","Smal-Bore Rifle, Standing, 50 metres, Team, Men",Shooting,5,False,Summer,True,Men
673,"Shooting,Trap, Team, Men","Trap, Team, Men",Shooting,5,False,Summer,True,Men
674,"Shooting,Unknown Event, Men","Unknown Event, Men",Shooting,5,False,Summer,False,Men
675,"Tug-Of-War,Tug-Of-War, Men","Tug-Of-War, Men",Tug-Of-War,77,True,Summer,True,Men
676,"Diving,Plain High, Women","Plain High, Women",Diving,3,False,Summer,False,Women
677,"Savate,Savate, Men","Savate, Men",Savate,78,True,Summer,False,Men
678,"Speed Skating,Allround, Men","Allround, Men",Speed Skating,44,False,Winter,False,Men
679,"Art Competitions,Literature, Epic Works, Open","Literature, Epic Works, Open",Art Competitions,13,False,Summer,False,Open
680,"Art Competitions,Literature, Lyric Works, Open","Literature, Lyric Works, Open",Art Competitions,13,False,Summer,False,Open
681,"Art Competitions,Music, Compositions For Orchestra, Open","Music, Compositions For Orchestra, Open",Art Competitions,13,False,Summer,False,Open
682,"Art Competitions,Music, Instrumental And Chamber, Open","Music, Instrumental And Chamber, Open",Art Competitions,13,False,Summer,False,Open
683,"Art Competitions,Painting, Drawings And Water Colors, Open","Painting, Drawings And Water Colors, Open",Art Competitions,13,False,Summer,False,Open
684,"Art Competitions,Sculpturing, Medals And Reliefs, Open","Sculpturing, Medals And Reliefs, Open",Art Competitions,13,False,Summer,False,Open
685,"Art Competitions,Sculpturing, Statues, Open","Sculpturing, Statues, Open",Art Competitions,13,False,Summer,False,Open
686,"Art Competitions,Architecture, Designs For Town Planning, Open","Architecture, Designs For Town Planning, Open",Art Competitions,13,False,Summer,False,Open
687,"Art Competitions,Painting, Unknown Event, Open","Painting, Unknown Event, Open",Art Competitions,13,False,Summer,False,Open
688,"Art Competitions,Sculpturing, Unknown Event, Open","Sculpturing, Unknown Event, Open",Art Competitions,13,False,Summer,False,Open
689,"Art Competitions,Sculpturing, Medals, Open","Sculpturing, Medals, Open",Art Competitions,13,False,Summer,False,Open
690,"Art Competitions,Sculpturing, Reliefs, Open","Sculpturing, Reliefs, Open",Art Competitions,13,False,Summer,False,Open
691,"Canoe Marathon,Kayak Singles, 10,000 metres, Men","Kayak Singles, 10,000 metres, Men",Canoe Marathon,79,False,Summer,False,Men
692,"Canoe Marathon,Kayak Doubles, 10,000 metres, Men","Kayak Doubles, 10,000 metres, Men",Canoe Marathon,79,False,Summer,True,Men
693,"Canoe Marathon,Folding Kayak Singles, 10,000 metres, Men","Folding Kayak Singles, 10,000 metres, Men",Canoe Marathon,79,False,Summer,False,Men
694,"Canoe Marathon,Folding Kayak Doubles, 10,000 metres, Men","Folding Kayak Doubles, 10,000 metres, Men",Canoe Marathon,79,False,Summer,True,Men
695,"Canoe Marathon,Canadian Doubles, 10,000 metres, Men","Canadian Doubles, 10,000 metres, Men",Canoe Marathon,79,False,Summer,True,Men
696,"Canoe Sprint,Kayak Relay, 4 × 500 metres, Men","Kayak Relay, 4 × 500 metres, Men",Canoe Sprint,24,False,Summer,True,Men
697,"Athletics,1,500 metres Wheelchair, Men","1,500 metres Wheelchair, Men",Athletics,1,False,Summer,False,Men
698,"Short Track Speed Skating,3,000 m, Men","3,000 m, Men",Short Track Speed Skating,57,False,Winter,False,Men
699,"Short Track Speed Skating,3,000 m, Women","3,000 m, Women",Short Track Speed Skating,57,False,Winter,False,Women
700,"Short Track Speed Skating,5,000 metres Relay, Men","5,000 metres Relay, Men",Short Track Speed Skating,57,False,Winter,True,Men
701,"Bobsleigh,Two, Women","Two, Women",Bobsleigh,22,False,Winter,True,Women
702,"3x3 Basketball,3x3 Basketball, Men","3x3 Basketball, Men",3x3 Basketball,80,False,Summer,True,Men
703,"Cycling Track,Madison, Women","Madison, Women",Cycling Track,10,False,Summer,True,Women
704,"Skateboarding,Street, Women","Street, Women",Skateboarding,64,False,Summer,False,Women
705,"Triathlon,Relay, Mixed","Relay, Mixed",Triathlon,28,False,Summer,True,Mixed
706,"Wushu,Changquan, Men","Changquan, Men",Wushu,39,True,Summer,False,Men
707,"Wushu,Jianshu & Qiangshu, Men","Jianshu & Qiangshu, Men",Wushu,39,True,Summer,False,Men
708,"Wushu,Changquan, Women","Changquan, Women",Wushu,39,True,Summer,False,Women
709,"Wushu,Daoshu & Gunshu, Women","Daoshu & Gunshu, Women",Wushu,39,True,Summer,False,Women
710,"Karate,Kata, Women","Kata, Women",Karate,41,True,Summer,False,Women
711,"Shooting,Military Pistol, 30 metres, Men","Military Pistol, 30 metres, Men",Shooting,5,False,Summer,False,Men
712,"Art Competitions,Architecture, Open","Architecture, Open",Art Competitions,13,False,Summer,False,Open
713,"Wushu,Sanshou (≤52 kilograms), Women","Sanshou (≤52 kilograms), Women",Wushu,39,True,Summer,False,Women
714,"Diving,Synchronized Springboard, Women","Synchronized Springboard, Women",Diving,3,False,Summer,True,Women
715,"Water Polo,Water Polo, Women","Water Polo, Women",Water Polo,65,False,Summer,True,Women
716,"Judo,Team, Mixed","Team, Mixed",Judo,16,True,Summer,True,Mixed
717,"Skateboarding,Park, Men","Park, Men",Skateboarding,64,False,Summer,False,Men
718,"Artistic Gymnastics,Rope Climbing, Men","Rope Climbing, Men",Artistic Gymnastics,9,False,Summer,False,Men
719,"Artistic Gymnastics,Side Horse, Men","Side Horse, Men",Artistic Gymnastics,9,False,Summer,False,Men
720,"Shooting,Running Target, Single Shot, Men","Running Target, Single Shot, Men",Shooting,5,False,Summer,False,Men
721,"Shooting,Running Target, Single Shot, Team, Men","Running Target, Single Shot, Team, Men",Shooting,5,False,Summer,True,Men
722,"Shooting,Running Target, Double Shot, Men","Running Target, Double Shot, Men",Shooting,5,False,Summer,False,Men
723,"Shooting,Running Target, Double Shot, Team, Men","Running Target, Double Shot, Team, Men",Shooting,5,False,Summer,True,Men
724,"Military Ski Patrol,Military Ski Patrol, Men","Military Ski Patrol, Men",Military Ski Patrol,81,False,Winter,True,Men
725,"Art Competitions,Literature, Dramatic Works, Open","Literature, Dramatic Works, Open",Art Competitions,13,False,Summer,False,Open
726,"Art Competitions,Music, Compositions For Solo Or Chorus, Open","Music, Compositions For Solo Or Chorus, Open",Art Competitions,13,False,Summer,False,Open
727,"Art Competitions,Painting, Applied Arts, Open","Painting, Applied Arts, Open",Art Competitions,13,False,Summer,False,Open
728,"Ice Stock Sport,Target Shooting, Men","Target Shooting, Men",Ice Stock Sport,82,False,Winter,False,Men
729,"Ice Stock Sport,Distance Shooting, Men","Distance Shooting, Men",Ice Stock Sport,82,False,Winter,False,Men
730,"Ice Stock Sport,Team, Men","Team, Men",Ice Stock Sport,82,False,Winter,True,Men
731,"Art Competitions,Architecture, Architectural Designs, Open","Architecture, Architectural Designs, Open",Art Competitions,13,False,Summer,False,Open
732,"Art Competitions,Music, Unknown Event, Open","Music, Unknown Event, Open",Art Competitions,13,False,Summer,False,Open
733,"Art Competitions,Sculpturing, Medals And Plaques, Open","Sculpturing, Medals And Plaques, Open",Art Competitions,13,False,Summer,False,Open
734,"Canoe Marathon,Canadian Singles, 10,000 metres, Men","Canadian Singles, 10,000 metres, Men",Canoe Marathon,79,False,Summer,False,Men
735,"Freestyle Skiing,Ballet, Men","Ballet, Men",Freestyle Skiing,43,False,Winter,False,Men
736,"Freestyle Skiing,Ballet, Women","Ballet, Women",Freestyle Skiing,43,False,Winter,False,Women
737,"Glíma,Glíma, Men","Glíma, Men",Glíma,83,True,Summer,False,Men
738,"Shooting,Free Pistol, 30 metres, Men","Free Pistol, 30 metres, Men",Shooting,5,False,Summer,False,Men
739,"Shooting,Military Pistol, 25 metres, Men","Military Pistol, 25 metres, Men",Shooting,5,False,Summer,False,Men
740,"Shooting,Muzzle-Loading Pistol, 25 metres, Men","Muzzle-Loading Pistol, 25 metres, Men",Shooting,5,False,Summer,False,Men
741,"Shooting,Free Rifle, Any Position, 300 metres, Men","Free Rifle, Any Position, 300 metres, Men",Shooting,5,False,Summer,False,Men
742,"Shooting,Military Rifle, 200 metres, Men","Military Rifle, 200 metres, Men",Shooting,5,False,Summer,False,Men
743,"Swimming,500 metres Freestyle, Men","500 metres Freestyle, Men",Swimming,6,False,Summer,False,Men
744,"Swimming,1,200 metres Freestyle, Men","1,200 metres Freestyle, Men",Swimming,6,False,Summer,False,Men
745,"Weightlifting,Unlimited, One Hand, Men","Unlimited, One Hand, Men",Weightlifting,18,True,Summer,False,Men
746,"Weightlifting,Unlimited, Two Hands, Men","Unlimited, Two Hands, Men",Weightlifting,18,True,Summer,False,Men
747,"Athletics,800 metres, Handicap, Men","800 metres, Handicap, Men",Athletics,1,False,Summer,False,Men
748,"Athletics,1,500 metres, Handicap, Men","1,500 metres, Handicap, Men",Athletics,1,False,Summer,False,Men
749,"Swimming,Underwater Swimming, Men","Underwater Swimming, Men",Swimming,6,False,Summer,False,Men
750,"Shooting,Military Rifle, 200/500/600/800/900/1,000 yards, Team, Men","Military Rifle, 200/500/600/800/900/1,000 yards, Team, Men",Shooting,5,False,Summer,True,Men
751,"Artistic Gymnastics,Team All-Around, Free System, Men","Team All-Around, Free System, Men",Artistic Gymnastics,9,False,Summer,True,Men
752,"Rowing,Coxed Fours, Inriggers, Men","Coxed Fours, Inriggers, Men",Rowing,7,False,Summer,True,Men
753,"Shooting,Military Rifle, 200, 400, 500 and 600 metres, Team, Men","Military Rifle, 200, 400, 500 and 600 metres, Team, Men",Shooting,5,False,Summer,True,Men
754,"Shooting,Small-Bore Rifle, Any Position, 50 metres, Men","Small-Bore Rifle, Any Position, 50 metres, Men",Shooting,5,False,Summer,False,Men
755,"Shooting,Small-Bore Rifle, Prone, 50 metres, Team, Men","Small-Bore Rifle, Prone, 50 metres, Team, Men",Shooting,5,False,Summer,True,Men
756,"Shooting,Small-Bore Rifle, Disappearing Target, 25 metres, Men","Small-Bore Rifle, Disappearing Target, 25 metres, Men",Shooting,5,False,Summer,False,Men
757,"Tennis,Singles, Covered Courts, Women","Singles, Covered Courts, Women",Tennis,8,False,Summer,False,Women
758,"Wrestling,Middleweight A, Greco-Roman, Men","Middleweight A, Greco-Roman, Men",Wrestling,12,True,Summer,False,Men
759,"Shooting,Military Rifle, Prone, 300 metres, Men","Military Rifle, Prone, 300 metres, Men",Shooting,5,False,Summer,False,Men
760,"Shooting,Military Rifle, Prone, 600 metres, Men","Military Rifle, Prone, 600 metres, Men",Shooting,5,False,Summer,False,Men
761,"Athletics,800 metres Wheelchair, Women","800 metres Wheelchair, Women",Athletics,1,False,Summer,False,Women
762,"Curling,Curling, Men","Curling, Men",Curling,70,False,Winter,True,Men
763,"Curling,Curling, Women","Curling, Women",Curling,70,False,Winter,True,Women
764,"Cycling Track,333⅓ metres Time Trial, Men","333⅓ metres Time Trial, Men",Cycling Track,10,False,Summer,False,Men
765,"Cycling Track,10,000 metres, Men","10,000 metres, Men",Cycling Track,10,False,Summer,False,Men
766,"Cycling Track,12-Hours Race, Men","12-Hours Race, Men",Cycling Track,10,False,Summer,False,Men
767,"Athletics,2,500 metres Steeplechase, Men","2,500 metres Steeplechase, Men",Athletics,1,False,Summer,False,Men
768,"Athletics,2,500 metres Steeplechase, Handicap, Men","2,500 metres Steeplechase, Handicap, Men",Athletics,1,False,Summer,False,Men
769,"Swimming,200 metres Obstacle Course, Men","200 metres Obstacle Course, Men",Swimming,6,False,Summer,False,Men
770,"Athletics,Discus Throw, Both Hands, Men","Discus Throw, Both Hands, Men",Athletics,1,False,Summer,False,Men
771,"Winter Pentathlon,Winter Pentathlon, Men","Winter Pentathlon, Men",Winter Pentathlon,84,False,Winter,False,Men
772,"Alpine Skiing,Giant Slalom, LW2, Men","Giant Slalom, LW2, Men",Alpine Skiing,29,False,Winter,False,Men
773,"Alpine Skiing,Giant Slalom, LW4, Men","Giant Slalom, LW4, Men",Alpine Skiing,29,False,Winter,False,Men
774,"Alpine Skiing,Giant Slalom, LW6/8, Men","Giant Slalom, LW6/8, Men",Alpine Skiing,29,False,Winter,False,Men
775,"Taekwondo,Middleweight, Women","Middleweight, Women",Taekwondo,19,True,Summer,False,Women
776,"Cross Country Skiing,5 kilometres, B1, Women","5 kilometres, B1, Women",Cross Country Skiing,42,False,Winter,True,Women
777,"Sport Climbing,Combined, Women","Combined, Women",Sport Climbing,69,False,Summer,False,Women
778,"Bobsleigh,Monobob, Women","Monobob, Women",Bobsleigh,22,False,Winter,True,Women
779,"Freestyle Skiing,Big Air, Men","Big Air, Men",Freestyle Skiing,43,False,Winter,False,Men
780,"Snowboarding,Team Cross, Mixed","Team Cross, Mixed",Snowboarding,48,False,Winter,True,Mixed
781,"Short Track Speed Skating,2,000 metres Relay, Mixed","2,000 metres Relay, Mixed",Short Track Speed Skating,57,False,Winter,True,Mixed
782,"Waterskiing,Jumping, Men","Jumping, Men",Waterskiing,61,False,Summer,False,Men
783,"Athletics,60 metres, Men","60 metres, Men",Athletics,1,False,Summer,False,Men
784,"Athletics,200 metres Hurdles, Men","200 metres Hurdles, Men",Athletics,1,False,Summer,False,Men
785,"Athletics,110 metres Hurdles, Handicap, Men","110 metres Hurdles, Handicap, Men",Athletics,1,False,Summer,False,Men
786,"Alpinism,Alpinism, Open","Alpinism, Open",Alpinism,85,False,Winter,True,Open
787,"Artistic Gymnastics,Parallel Bars, Teams, Men","Parallel Bars, Teams, Men",Artistic Gymnastics,9,False,Summer,True,Men
788,"Swimming,100 metres Freestyle For Sailors, Men","100 metres Freestyle For Sailors, Men",Swimming,6,False,Summer,False,Men
789,"Wrestling,Unlimited Class, Greco-Roman, Men","Unlimited Class, Greco-Roman, Men",Wrestling,12,True,Summer,False,Men
790,"Shooting,Free Rifle, 1,000 yards, Men","Free Rifle, 1,000 yards, Men",Shooting,5,False,Summer,False,Men
791,"Athletics,Shot Put, Both Hands, Men","Shot Put, Both Hands, Men",Athletics,1,False,Summer,False,Men
792,"Athletics,Javelin Throw, Both Hands, Men","Javelin Throw, Both Hands, Men",Athletics,1,False,Summer,False,Men
793,"Shooting,Dueling Pistol, 30 metres, Team, Men","Dueling Pistol, 30 metres, Team, Men",Shooting,5,False,Summer,True,Men
794,"Shooting,Small-Bore Rifle, Disappearing Target, 25 metres, Team, Men","Small-Bore Rifle, Disappearing Target, 25 metres, Team, Men",Shooting,5,False,Summer,True,Men
795,"Athletics,100 metres, Professionals, Handicap, Men","100 metres, Professionals, Handicap, Men",Athletics,1,False,Summer,False,Men
796,"Athletics,400 metres, Professionals, Handicap, Men","400 metres, Professionals, Handicap, Men",Athletics,1,False,Summer,False,Men
797,"Athletics,100 yards, Handicap, Men","100 yards, Handicap, Men",Athletics,1,False,Summer,False,Men
798,"Athletics,120 yards Hurdles, Handicap, Men","120 yards Hurdles, Handicap, Men",Athletics,1,False,Summer,False,Men
799,"Cycling Track,⅓ mile, Professionals, Men","⅓ mile, Professionals, Men",Cycling Track,10,False,Summer,False,Men
800,"Cycling Track,1 mile, Professionals, Men","1 mile, Professionals, Men",Cycling Track,10,False,Summer,False,Men
801,"Cycling Track,Australian Team Pursuit, Professionals, Men","Australian Team Pursuit, Professionals, Men",Cycling Track,10,False,Summer,True,Men
802,"Cycling Track,1 mile, Handicap, Professionals, Men","1 mile, Handicap, Professionals, Men",Cycling Track,10,False,Summer,False,Men
803,"Cycling Track,2 miles, Handicap, Professionals, Men","2 miles, Handicap, Professionals, Men",Cycling Track,10,False,Summer,False,Men
804,"Swimming,300 metres Freestyle, Women","300 metres Freestyle, Women",Swimming,6,False,Summer,False,Women
805,"Australian Rules Football,Australian Rules Football, Men","Australian Rules Football, Men",Australian Rules Football,86,False,Summer,True,Men
806,"Shooting,Running Target, Single and Double Shot, Men","Running Target, Single and Double Shot, Men",Shooting,5,False,Summer,False,Men
807,"Waterskiing,Slalom, Women","Slalom, Women",Waterskiing,61,False,Summer,False,Women
808,"Waterskiing,Tricks, Women","Tricks, Women",Waterskiing,61,False,Summer,False,Women
809,"Waterskiing,Jumping, Women","Jumping, Women",Waterskiing,61,False,Summer,False,Women
810,"Bowling,Individual, Women","Individual, Women",Bowling,66,False,Summer,False,Women
811,"Sailing,10 metres, Open","10 metres, Open",Sailing,17,False,Summer,True,Open
812,"Sailing,12 metres, Open","12 metres, Open",Sailing,17,False,Summer,True,Open
813,"Athletics,56-pound Weight Throw, Men","56-pound Weight Throw, Men",Athletics,1,False,Summer,False,Men
814,"Pesäpallo,Pesäpallo, Men","Pesäpallo, Men",Pesäpallo,87,False,Summer,True,Men
815,"Bandy,Bandy, Men","Bandy, Men",Bandy,88,False,Winter,True,Men
816,"Cross Country Skiing,5 kilometres, B1, Men","5 kilometres, B1, Men",Cross Country Skiing,42,False,Winter,True,Men
817,"Speed Skiing,Individual, Women","Individual, Women",Speed Skiing,68,False,Winter,False,Women
818,"3x3 Basketball,3x3 Basketball, Women","3x3 Basketball, Women",3x3 Basketball,80,False,Summer,True,Women
819,"Tennis,Singles, Handicap, Men","Singles, Handicap, Men",Tennis,8,False,Summer,False,Men
820,"Tennis,Doubles, Handicap, Men","Doubles, Handicap, Men",Tennis,8,False,Summer,True,Men
821,"Basque pelota,Cesta Punta, Doubles, Men","Cesta Punta, Doubles, Men",Basque pelota,71,False,Summer,True,Men
822,"Fencing,Sabre, Team, Women","Sabre, Team, Women",Fencing,11,False,Summer,True,Women
823,"Speed Skating,Team Pursuit (8 laps), Men","Team Pursuit (8 laps), Men",Speed Skating,44,False,Winter,True,Men
824,"Athletics,220 yards, Handicap, Men","220 yards, Handicap, Men",Athletics,1,False,Summer,False,Men
