sport_event_id,sport_event,event,sport,sport_id,weight_category_sport,season,collective_sport,gender_category
1064,"Athletics,220 yards Hurdles, Handicap, Men","220 yards Hurdles, Handicap, Men",Athletics,1,False,Summer,False,Men
1065,"Athletics,1 mile, Team, Handicap, Men","1 mile, Team, Handicap, Men",Athletics,1,False,Summer,True,Men
1066,"Athletics,Hammer Throw, Handicap, Men","Hammer Throw, Handicap, Men",Athletics,1,False,Summer,False,Men
1067,"Cycling Track,⅓ mile, Men","⅓ mile, Men",Cycling Track,10,False,Summer,False,Men
1068,"Cycling Track,½ mile, Men","½ mile, Men",Cycling Track,10,False,Summer,False,Men
1069,"Cycling Track,1 mile, Men","1 mile, Men",Cycling Track,10,False,Summer,False,Men
1070,"Cycling Track,1 mile, Motorcycle, Men","1 mile, Motorcycle, Men",Cycling Track,10,False,Summer,False,Men
1071,"Cycling Track,2 miles, Men","2 miles, Men",Cycling Track,10,False,Summer,False,Men
1072,"Cycling Track,5 miles, Men","5 miles, Men",Cycling Track,10,False,Summer,False,Men
1073,"Cycling Track,25 miles, Men","25 miles, Men",Cycling Track,10,False,Summer,False,Men
1074,"Cycling Track,½ mile, Handicap, Men","½ mile, Handicap, Men",Cycling Track,10,False,Summer,False,Men
1075,"Cycling Track,1 mile, Handicap, Men","1 mile, Handicap, Men",Cycling Track,10,False,Summer,False,Men
1076,"Cycling Track,5 miles, Handicap, Men","5 miles, Handicap, Men",Cycling Track,10,False,Summer,False,Men
1077,"Cycling Track,½ mile, Professionals, Men","½ mile, Professionals, Men",Cycling Track,10,False,Summer,False,Men
1078,"Cycling Track,⅔ mile, Professionals, Men","⅔ mile, Professionals, Men",Cycling Track,10,False,Summer,False,Men
1079,"Cycling Track,½ mile, Handicap, Professionals, Men","½ mile, Handicap, Professionals, Men",Cycling Track,10,False,Summer,False,Men
1080,"Fencing,Single Sticks, Individual, Men","Single Sticks, Individual, Men",Fencing,11,False,Summer,False,Men
1081,"Golf,Driving Contest, Men","Driving Contest, Men",Golf,21,False,Summer,False,Men
1082,"Golf,Putting Contest, Men","Putting Contest, Men",Golf,21,False,Summer,False,Men
1083,"Golf,Team, Men","Team, Men",Golf,21,False,Summer,True,Men
1084,"Roque,Singles, Men","Singles, Men",Roque,112,False,Summer,False,Men
1085,"Rowing,Double Sculls, Intermediate, Men","Double Sculls, Intermediate, Men",Rowing,7,False,Summer,True,Men
1086,"Rowing,Coxless Pairs, Intermediate, Men","Coxless Pairs, Intermediate, Men",Rowing,7,False,Summer,True,Men
1087,"Rowing,Coxless Fours, Intermediate, Men","Coxless Fours, Intermediate, Men",Rowing,7,False,Summer,True,Men
1088,"Rowing,Eights, Intermediate, Men","Eights, Intermediate, Men",Rowing,7,False,Summer,True,Men
1089,"Swimming,Plunge For Distance, Men","Plunge For Distance, Men",Swimming,6,False,Summer,False,Men
1090,"Swimming,100 yards, Handicap, Men","100 yards, Handicap, Men",Swimming,6,False,Summer,False,Men
1091,"Swimming,220 yards, Handicap, Men","220 yards, Handicap, Men",Swimming,6,False,Summer,False,Men
1092,"Swimming,1 mile, Handicap, Men","1 mile, Handicap, Men",Swimming,6,False,Summer,False,Men
1093,"Tennis,Singles, Boys","Singles, Boys",Tennis,8,False,Summer,False,Boys
1094,"Weightlifting,All-Around Dumbbell Contest, Men","All-Around Dumbbell Contest, Men",Weightlifting,18,True,Summer,False,Men
